our_id	our_name	kind	owned	current_bgg_id	verdict	proposed_bgg_id	bgg_name	bgg_year	bgg_publisher	bgg_type	our_year	our_publisher	score	score_components	evidence_url	note	near_miss_rejected	sibling_risk
679	Dice Throne: Alchemist	base	yes	463785	CONFIRMED		Dice Throne: Alchemist	2026	Dice Throne, Inc.	boardgameexpansion	2026	Dice Throne, Inc.	0.89	name exact (normalised); year exact (2026); publisher exact (Dice Throne, Inc.); kind base vs BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/463785	kind: we say base, BGG types it boardgameexpansion		
680	Dice Throne Hero: Barbarian	expansion	yes		UNMATCHED							Roxley		18 candidate(s) found, none the same product		18 candidate(s) found, none the same product	rejected 475111 "Dice Throne: Barbarian – Hero Pack" (2026) — same family, different product (isFragmentOf)	
681	Dice Throne Hero: Moon Elf	expansion	yes		UNMATCHED							Roxley		18 candidate(s) found, none the same product		18 candidate(s) found, none the same product	rejected 475119 "Dice Throne: Moon Elf – Hero Pack" (2026) — same family, different product (isFragmentOf)	
682	Dice Throne Hero: Monk	expansion	yes		UNMATCHED							Roxley		245 candidate(s) found, none the same product		245 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
683	Dice Throne Hero: Paladin	expansion	yes		UNMATCHED							Roxley		65 candidate(s) found, none the same product		65 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
684	Dice Throne Hero: Pyromancer	expansion	yes		UNMATCHED							Roxley		18 candidate(s) found, none the same product		18 candidate(s) found, none the same product	rejected 476096 "Dice Throne: Pyromancer – Hero Pack" (2026) — same family, different product (isFragmentOf)	
685	Dice Throne Hero: Shadow Thief	expansion	yes		UNMATCHED							Roxley		18 candidate(s) found, none the same product		18 candidate(s) found, none the same product	rejected 476097 "Dice Throne: Shadow Thief – Hero Pack" (2026) — same family, different product (isFragmentOf)	
686	Dice Throne Hero: Treant	expansion	yes		UNMATCHED							Roxley		19 candidate(s) found, none the same product		19 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
687	Dice Throne Hero: Ninja	expansion	yes		UNMATCHED							Roxley		358 candidate(s) found, none the same product		358 candidate(s) found, none the same product	rejected 136587 "Ninja Dice" (2013) — same family, different product (isFragmentOf)	
688	Dice Throne Hero: Gunslinger	expansion	yes		UNMATCHED							Roxley		41 candidate(s) found, none the same product		41 candidate(s) found, none the same product	rejected 266966 "Dice Throne: Season Two – Gunslinger v. Samurai" (2018) — similarity 0.6 < 0.7	
689	Dice Throne Hero: Samurai	expansion	yes		UNMATCHED							Roxley		187 candidate(s) found, none the same product		187 candidate(s) found, none the same product	rejected 233777 "Samurai Dice" (2017) — same family, different product (isFragmentOf)	
690	Dice Throne Hero: Tactician	expansion	yes		UNMATCHED							Roxley		25 candidate(s) found, none the same product		25 candidate(s) found, none the same product	rejected 266965 "Dice Throne: Season Two – Tactician v. Huntress" (2018) — similarity 0.6 < 0.7	
691	Dice Throne Hero: Huntress	expansion	yes		UNMATCHED							Roxley		29 candidate(s) found, none the same product		29 candidate(s) found, none the same product	rejected 266965 "Dice Throne: Season Two – Tactician v. Huntress" (2018) — similarity 0.6 < 0.7	
692	Dice Throne Hero: Cursed Pirate	expansion	yes		UNMATCHED							Roxley		23 candidate(s) found, none the same product		23 candidate(s) found, none the same product	rejected 266967 "Dice Throne: Season Two – Cursed Pirate v. Artificer" (2018) — similarity 0.67 < 0.7	
693	Dice Throne Hero: Artificer	expansion	yes		UNMATCHED							Roxley		27 candidate(s) found, none the same product		27 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
694	Dice Throne Hero: Seraph	expansion	yes		UNMATCHED							Roxley		26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
695	Dice Throne Hero: Vampire Lord	expansion	yes		UNMATCHED							Roxley		35 candidate(s) found, none the same product		35 candidate(s) found, none the same product	rejected 266964 "Dice Throne: Season Two – Seraph v. Vampire Lord" (2018) — similarity 0.67 < 0.7	
696	Dice Throne Hero: Scarlet Witch	expansion	yes		UNMATCHED							Roxley		22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 360153 "Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man" (2022) — similarity 0.57 < 0.7	
697	Dice Throne Hero: Thor	expansion	yes		UNMATCHED							Roxley		118 candidate(s) found, none the same product		118 candidate(s) found, none the same product	rejected 440768 "Marvel Dice Throne: Marvel Hero Balance Kit" (?) — similarity 0.6 < 0.7	
698	Dice Throne Hero: Loki	expansion	yes		UNMATCHED							Roxley		32 candidate(s) found, none the same product		32 candidate(s) found, none the same product	rejected 440768 "Marvel Dice Throne: Marvel Hero Balance Kit" (?) — similarity 0.6 < 0.7	
699	Dice Throne Hero: Spider-Man (Miles Morales)	expansion	yes		UNMATCHED							Roxley		99 candidate(s) found, none the same product		99 candidate(s) found, none the same product	rejected 360153 "Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man" (2022) — similarity 0.5 < 0.7	
700	Dice Throne Hero: Black Panther	expansion	yes		PROPOSED	360061	Marvel Dice Throne: Captain Marvel v. Black Panther	2022	The Op Games	boardgame		Roxley	0.32	name similarity 0.73; year unknown one side; publisher exact (Roxley); kind expansion vs BGG base game that HAS expansions/accessories (family trap shape); 29 candidate ids	https://boardgamegeek.com/boardgame/360061		rejected 418801 "Marvel Dice Throne: Captain Marvel, Black Panther, Doctor Strange, Black Widow" (2024) — similarity 0.57 < 0.7	
701	Dice Throne Hero: Captain Marvel	expansion	yes		PROPOSED	440768	Marvel Dice Throne: Marvel Hero Balance Kit	2025	Dice Throne, Inc.	boardgameaccessory		Roxley	0.64	name similarity 0.73; year unknown one side; publisher exact (Roxley); kind expansion vs BGG accessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/440768		rejected 403511 "Marvel Dice Throne: Deadpool" (?) — similarity 0.67 < 0.7	
702	Dice Throne Hero: Doctor Strange	expansion	yes		UNMATCHED							Roxley		26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 360152 "Marvel Dice Throne: Black Widow v. Doctor Strange" (2022) — similarity 0.67 < 0.7	
703	Dice Throne Hero: Black Widow	expansion	yes		UNMATCHED							Roxley		28 candidate(s) found, none the same product		28 candidate(s) found, none the same product	rejected 360152 "Marvel Dice Throne: Black Widow v. Doctor Strange" (2022) — similarity 0.67 < 0.7	
704	Dice Throne Hero: Wolverine	expansion	yes		UNMATCHED							Dice Throne, Inc.		17 candidate(s) found, none the same product		17 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
705	Dice Throne Hero: Storm	expansion	yes		UNMATCHED							Dice Throne, Inc.		407 candidate(s) found, none the same product		407 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
706	Dice Throne Hero: Cyclops	expansion	yes		UNMATCHED							Dice Throne, Inc.		18 candidate(s) found, none the same product		18 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
707	Dice Throne Hero: Rogue	expansion	yes		UNMATCHED							Dice Throne, Inc.		167 candidate(s) found, none the same product		167 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
708	Dice Throne Hero: Gambit	expansion	yes		UNMATCHED							Dice Throne, Inc.		88 candidate(s) found, none the same product		88 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
709	Dice Throne Hero: Psylocke	expansion	yes		UNMATCHED							Dice Throne, Inc.		13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
710	Dice Throne Hero: Iceman	expansion	yes		UNMATCHED							Dice Throne, Inc.		13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 281332 "Dice Throne: Adventures" (?) — similarity 0.57 < 0.7	
711	Dice Throne Hero: Jean Grey	expansion	yes		UNMATCHED							Dice Throne, Inc.		13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 438729 "Marvel Dice Throne: X-Men – Cyclops v. Gambit v. Rogue v. Jean Grey" (2025) — similarity 0.57 < 0.7	
712	Dice Throne Hero: Pale Lady	expansion	yes		PROPOSED	475411	Dice Throne Outcasts: Pale Lady	2026	Dice Throne, Inc.	boardgameexpansion		Dice Throne, Inc.	0.66	name similarity 0.8; year unknown one side; publisher exact (Dice Throne, Inc.); kind expansion ~ BGG boardgameexpansion; 7 candidate ids	https://boardgamegeek.com/boardgame/475411		rejected 457572 "Dice Throne: Outcasts Hero Sculpts" (?) — similarity 0.6 < 0.7	differs by one meaningful word: ours "hero" vs BGG "outcasts" — check this is not a sibling product
713	Dice Throne Hero: Headless Horseman	expansion	yes		PROPOSED	475412	Dice Throne Outcasts: Headless Horseman	2026	Dice Throne, Inc.	boardgameexpansion		Dice Throne, Inc.	0.63	name similarity 0.8; year unknown one side; publisher exact (Dice Throne, Inc.); kind expansion ~ BGG boardgameexpansion; 11 candidate ids	https://boardgamegeek.com/boardgame/475412		rejected 457572 "Dice Throne: Outcasts Hero Sculpts" (?) — similarity 0.6 < 0.7	differs by one meaningful word: ours "hero" vs BGG "outcasts" — check this is not a sibling product
714	Dice Throne Hero: Raveness	expansion	yes		PROPOSED	475413	Dice Throne Outcasts: Raveness	2026	Dice Throne, Inc.	boardgameexpansion		Dice Throne, Inc.	0.58	name similarity 0.75; year unknown one side; publisher exact (Dice Throne, Inc.); kind expansion ~ BGG boardgameexpansion; 7 candidate ids	https://boardgamegeek.com/boardgame/475413		rejected 457572 "Dice Throne: Outcasts Hero Sculpts" (?) — similarity 0.67 < 0.7	differs by one meaningful word: ours "hero" vs BGG "outcasts" — check this is not a sibling product
715	Dice Throne Hero: Necromancer	expansion	yes		PROPOSED	475414	Dice Throne Outcasts: Necromancer	2026	Dice Throne, Inc.	boardgameexpansion		Dice Throne, Inc.	0.54	name similarity 0.75; year unknown one side; publisher exact (Dice Throne, Inc.); kind expansion ~ BGG boardgameexpansion; 44 candidate ids	https://boardgamegeek.com/boardgame/475414		rejected 457572 "Dice Throne: Outcasts Hero Sculpts" (?) — similarity 0.67 < 0.7	differs by one meaningful word: ours "hero" vs BGG "outcasts" — check this is not a sibling product
716	Dice Throne Hero: Duelist	expansion	yes		UNMATCHED							Dice Throne, Inc.		11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 476099 "Dice Throne: Duelist – Hero Pack" (2026) — same family, different product (isFragmentOf)	
717	Dice Throne Hero: Druid	expansion	yes		UNMATCHED							Dice Throne, Inc.		11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 476098 "Dice Throne: Druid – Hero Pack" (2026) — same family, different product (isFragmentOf)	
718	Dice Throne Hero: Forgemaster	expansion	yes		UNMATCHED							Dice Throne, Inc.		11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 476100 "Dice Throne: Forgemaster – Hero Pack" (2026) — same family, different product (isFragmentOf)	
719	Dice Throne Hero: Sun Elf	expansion	yes		UNMATCHED							Dice Throne, Inc.		11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 476102 "Dice Throne: Sun Elf – Hero Pack" (2026) — same family, different product (isFragmentOf)	
720	Dice Throne Hero: Santa	expansion	yes		PROPOSED	366310	Dice Throne: Santa v. Krampus	2022	Roxley	boardgame		Roxley	0.32	name similarity 0.75; year unknown one side; publisher exact (Roxley); kind expansion vs BGG base game that HAS expansions/accessories (family trap shape); 161 candidate ids	https://boardgamegeek.com/boardgame/366310		rejected 373288 "Dice Throne: Santa's Workshop Promo Pack" (2022) — similarity 0.6 < 0.7	differs by one meaningful word: ours "hero" vs BGG "krampus" — check this is not a sibling product
721	Dice Throne Hero: Krampus	expansion	yes		PROPOSED	366310	Dice Throne: Santa v. Krampus	2022	Roxley	boardgame		Roxley	0.32	name similarity 0.75; year unknown one side; publisher exact (Roxley); kind expansion vs BGG base game that HAS expansions/accessories (family trap shape); 26 candidate ids	https://boardgamegeek.com/boardgame/366310		rejected 374901 "Dice Throne: Premium Sleeves – Santa v. Krampus" (2022) — similarity 0.6 < 0.7	differs by one meaningful word: ours "hero" vs BGG "santa" — check this is not a sibling product
722	Dice Throne Hero: Deadpool	expansion	yes		PROPOSED	403511	Marvel Dice Throne: Deadpool	2025	Roxley	boardgameexpansion		Roxley	0.54	name similarity 0.75; year unknown one side; publisher exact (Roxley); kind expansion ~ BGG boardgameexpansion; 44 candidate ids	https://boardgamegeek.com/boardgame/403511		rejected 268201 "Dice Throne" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "hero" vs BGG "marvel" — check this is not a sibling product
723	Dice Throne Hero: Mystic Brawler	expansion	yes		UNMATCHED							Dice Throne, Inc.		3 candidate(s) found, none the same product		3 candidate(s) found, none the same product	rejected 474721 "Dice Throne: Mystic Brawler" (2026) — same family, different product (isFragmentOf)	
724	Dice Throne Hero: Alchemist	expansion	yes		UNMATCHED							Dice Throne, Inc.		64 candidate(s) found, none the same product		64 candidate(s) found, none the same product	rejected 463785 "Dice Throne: Alchemist" (2026) — same family, different product (isFragmentOf)	
725	Dice Throne X-Men: Card Sleeves - Wolverine	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
726	Dice Throne X-Men: Card Sleeves - Storm	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
727	Dice Throne X-Men: Card Sleeves - Cyclops	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
728	Dice Throne X-Men: Card Sleeves - Rogue	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
729	Dice Throne X-Men: Card Sleeves - Gambit	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
730	Dice Throne X-Men: Card Sleeves - Psylocke	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
731	Dice Throne X-Men: Card Sleeves - Iceman	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 442738 "Marvel Dice Throne: X-Men – Premium Card Sleeves" at 0.63	rejected 439273 "Marvel Dice Throne: X-Men – Promo Card Set" (?) — similarity 0.62 < 0.7	
732	Dice Throne X-Men: Card Sleeves - Jean Grey	accessory	yes		PROPOSED	442738	Marvel Dice Throne: X-Men – Premium Card Sleeves	2025	Roxley	boardgameaccessory			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/442738		rejected 476488 "Dice Throne: Minimalist Card Sleeves" (?) — similarity 0.67 < 0.7	
733	Dice Throne X-Men: Hero Sculpt - Wolverine	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
734	Dice Throne X-Men: Hero Sculpt - Storm	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
735	Dice Throne X-Men: Hero Sculpt - Cyclops	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
736	Dice Throne X-Men: Hero Sculpt - Rogue	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
737	Dice Throne X-Men: Hero Sculpt - Gambit	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
738	Dice Throne X-Men: Hero Sculpt - Psylocke	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
739	Dice Throne X-Men: Hero Sculpt - Iceman	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 403494 "Marvel Dice Throne: X-Men" (2025) — similarity 0.6 < 0.7	
740	Dice Throne X-Men: Hero Sculpt - Jean Grey	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 438729 "Marvel Dice Throne: X-Men – Cyclops v. Gambit v. Rogue v. Jean Grey" (2025) — similarity 0.63 < 0.7	
741	Marvel Dice Throne: Hero Sculpt - Scarlet Witch	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 360153 "Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man" (2022) — similarity 0.63 < 0.7	
742	Marvel Dice Throne: Hero Sculpt - Thor	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 348406 "Marvel Dice Throne" (2022) — same family, different product (isFragmentOf)	
743	Marvel Dice Throne: Hero Sculpt - Loki	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 348406 "Marvel Dice Throne" (2022) — same family, different product (isFragmentOf)	
744	Marvel Dice Throne: Hero Sculpt - Spider-Man (Miles Morales)	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 360153 "Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man" (2022) — similarity 0.56 < 0.7	
745	Marvel Dice Throne: Hero Sculpt - Black Panther	accessory	yes		PROPOSED	360061	Marvel Dice Throne: Captain Marvel v. Black Panther	2022	The Op Games	boardgame			0.19	name similarity 0.77; year unknown one side; publisher unknown one side; kind accessory vs BGG base game that HAS expansions/accessories (family trap shape); 26 candidate ids	https://boardgamegeek.com/boardgame/360061		rejected 418801 "Marvel Dice Throne: Captain Marvel, Black Panther, Doctor Strange, Black Widow" (2024) — similarity 0.63 < 0.7	
746	Marvel Dice Throne: Hero Sculpt - Captain Marvel	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 348406 "Marvel Dice Throne" (2022) — same family, different product (isFragmentOf)	
747	Marvel Dice Throne: Hero Sculpt - Doctor Strange	accessory	yes		PROPOSED	360152	Marvel Dice Throne: Black Widow v. Doctor Strange	2022	The Op Games	boardgame			0.19	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory vs BGG base game that HAS expansions/accessories (family trap shape); 26 candidate ids	https://boardgamegeek.com/boardgame/360152		rejected 418801 "Marvel Dice Throne: Captain Marvel, Black Panther, Doctor Strange, Black Widow" (2024) — similarity 0.63 < 0.7	
748	Marvel Dice Throne: Hero Sculpt - Black Widow	accessory	yes		PROPOSED	360152	Marvel Dice Throne: Black Widow v. Doctor Strange	2022	The Op Games	boardgame			0.19	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory vs BGG base game that HAS expansions/accessories (family trap shape); 26 candidate ids	https://boardgamegeek.com/boardgame/360152		rejected 418801 "Marvel Dice Throne: Captain Marvel, Black Panther, Doctor Strange, Black Widow" (2024) — similarity 0.63 < 0.7	
749	Dice Throne Outcasts: Card Sleeves - Pale Lady	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475411 "Dice Throne Outcasts: Pale Lady" (2026) — same family, different product (isFragmentOf)	
750	Dice Throne Outcasts: Card Sleeves - Headless Horseman	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475412 "Dice Throne Outcasts: Headless Horseman" (2026) — same family, different product (isFragmentOf)	
751	Dice Throne Outcasts: Card Sleeves - Raveness	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 457574 "Dice Throne: Outcasts – Premium Sleeves" at 0.63	rejected 457577 "Dice Throne: Outcasts – Promo Pack" (?) — similarity 0.55 < 0.7	
752	Dice Throne Outcasts: Card Sleeves - Necromancer	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488	2 candidates cleared the gate; runner-up 457574 "Dice Throne: Outcasts – Premium Sleeves" at 0.63	rejected 457577 "Dice Throne: Outcasts – Promo Pack" (?) — similarity 0.55 < 0.7	
753	Dice Throne Outcasts: Hero Sculpt (Painted) - Pale Lady	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475411 "Dice Throne Outcasts: Pale Lady" (2026) — same family, different product (isFragmentOf)	
754	Dice Throne Outcasts: Hero Sculpt (Painted) - Headless Horseman	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475412 "Dice Throne Outcasts: Headless Horseman" (2026) — same family, different product (isFragmentOf)	
755	Dice Throne Outcasts: Hero Sculpt (Painted) - Raveness	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475413 "Dice Throne Outcasts: Raveness" (2026) — same family, different product (isFragmentOf)	
756	Dice Throne Outcasts: Hero Sculpt (Painted) - Necromancer	accessory	yes		UNMATCHED									13 candidate(s) found, none the same product		13 candidate(s) found, none the same product	rejected 475414 "Dice Throne Outcasts: Necromancer" (2026) — same family, different product (isFragmentOf)	
757	Dice Throne Santa vs Krampus: Painted Miniature - Santa	accessory	yes		PROPOSED	374902	Dice Throne Adventures: Santa/Krampus Miniatures – Painted	2022	Roxley	boardgameaccessory			0.49	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; 8 candidate ids	https://boardgamegeek.com/boardgame/374902		rejected 374901 "Dice Throne: Premium Sleeves – Santa v. Krampus" (?) — similarity 0.62 < 0.7	differs by one meaningful word: ours "vs" vs BGG "adventures" — check this is not a sibling product
758	Dice Throne Santa vs Krampus: Painted Miniature - Krampus	accessory	yes		PROPOSED	374902	Dice Throne Adventures: Santa/Krampus Miniatures – Painted	2022	Roxley	boardgameaccessory			0.49	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; 8 candidate ids	https://boardgamegeek.com/boardgame/374902		rejected 374901 "Dice Throne: Premium Sleeves – Santa v. Krampus" (?) — similarity 0.62 < 0.7	differs by one meaningful word: ours "vs" vs BGG "adventures" — check this is not a sibling product
759	Dice Throne Santa vs Krampus: Card Sleeves - Santa	accessory	yes		PROPOSED	374901	Dice Throne: Premium Sleeves – Santa v. Krampus	2022	Roxley	boardgameaccessory			0.63	name similarity 0.77; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/374901		rejected 476488 "Dice Throne: Minimalist Card Sleeves" (?) — similarity 0.67 < 0.7	
760	Dice Throne Santa vs Krampus: Card Sleeves - Krampus	accessory	yes		PROPOSED	374901	Dice Throne: Premium Sleeves – Santa v. Krampus	2022	Roxley	boardgameaccessory			0.63	name similarity 0.77; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/374901		rejected 476488 "Dice Throne: Minimalist Card Sleeves" (?) — similarity 0.67 < 0.7	
761	Dice Throne Deadpool: Hero Sculpt - Deadpool	accessory	yes		UNMATCHED									26 candidate(s) found, none the same product		26 candidate(s) found, none the same product	rejected 403511 "Marvel Dice Throne: Deadpool" (2025) — similarity 0.67 < 0.7	
762	Dice Throne Deadpool: Card Sleeves - Deadpool	accessory	yes		PROPOSED	476488	Dice Throne: Minimalist Card Sleeves		Dice Throne, Inc.	boardgameaccessory			0.73	name similarity 0.8; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/476488		rejected 268201 "Dice Throne" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "deadpool" vs BGG "minimalist" — check this is not a sibling product
